client_id,yearly_income,total_debt,credit_score,num_credit_cards,total_spent,avg_transaction,transaction_count,spending_ratio,debt_ratio,cluster,persona,income_bracket,spending_percentile,debt_percentile,credit_percentile,persona_spending_percentile
CLTIND00027,326300,0,710,2,31733.91,3966.73875,8,0.0972537848605577,0.0,4,Active High Spender,Low Income,97.49190938511327,19.41747572815534,54.89482200647249,95.80335731414868
CLTIND00028,714574,0,790,3,27244.53,3892.075714285714,7,0.0381269539613811,0.0,4,Active High Spender,Upper Middle,83.56275303643724,17.48987854251012,86.07287449392712,31.05515587529976
CLTIND00029,1089881,146203,787,2,6073.7,3036.85,2,0.0055728102425861,0.1341458379401054,3,Premium Low Risk,High Income,21.214574898785425,46.80161943319838,85.26315789473684,18.13765182186235
CLTIND00030,592149,184851,695,2,4016.33,1338.7766666666666,3,0.0067826341005388,0.3121697410617935,0,Debt Heavy,Upper Middle,15.870445344129555,74.49392712550608,48.62348178137652,21.102497846683892
CLTIND00031,755845,241613,838,3,13302.4,4434.133333333334,3,0.0175993755333434,0.3196594539885823,3,Premium Low Risk,Upper Middle,48.178137651821864,75.54655870445343,95.06072874493927,65.10121457489878
CLTIND00032,720864,0,804,5,17274.9,3454.9800000000005,5,0.0239641596750566,0.0,3,Premium Low Risk,Upper Middle,63.40080971659919,17.48987854251012,90.20242914979757,79.91902834008097
CLTIND00033,1171508,453515,627,2,12114.2,2019.0333333333333,6,0.0103406890947394,0.3871207025474858,0,Debt Heavy,High Income,41.05263157894737,81.37651821862349,20.647773279352226,34.53919035314384
CLTIND00035,746160,0,789,4,14720.9,2944.18,5,0.0197288785247132,0.0,3,Premium Low Risk,Upper Middle,53.36032388663967,17.48987854251012,85.87044534412955,71.17408906882591
CLTIND00036,902212,285066,836,4,14207.83,2841.566,5,0.0157477732506328,0.3159634320979991,3,Premium Low Risk,High Income,60.24291497975709,72.3076923076923,95.02024291497976,58.13765182186235
CLTIND00037,223939,143983,693,1,7597.92,2532.64,3,0.0339285251787317,0.6429563407892328,0,Debt Heavy,Low Income,64.56310679611651,99.19093851132686,46.31877022653722,90.43927648578811
CLTIND00038,293890,28873,731,2,13394.22,2678.844,5,0.0455756235326142,0.0982442410425669,4,Active High Spender,Low Income,77.99352750809061,45.9546925566343,64.19902912621359,47.122302158273385
CLTIND00039,300107,49257,801,1,1399.92,1399.92,1,0.0046647362440729,0.1641314597793453,3,Premium Low Risk,Low Income,5.097087378640777,55.50161812297735,88.95631067961165,14.251012145748987
CLTIND00040,322897,0,702,1,4157.39,2078.695,2,0.0128752822107359,0.0,1,Stable Saver,Low Income,25.40453074433657,19.41747572815534,50.48543689320388,57.35815602836879
CLTIND00041,374495,144486,595,1,3605.73,3605.73,1,0.0096282460379978,0.3858155649608139,0,Debt Heavy,Lower Middle,28.987854251012145,84.93927125506073,8.461538461538462,32.041343669250644
CLTIND00042,578345,321586,710,2,20704.78,5176.195,4,0.0358000501430806,0.5560452670983582,0,Debt Heavy,Upper Middle,81.05263157894737,96.43724696356276,55.182186234817806,92.33419465977606
CLTIND00043,840513,154257,668,4,1208.59,1208.59,1,0.001437919461091,0.1835272030295783,1,Stable Saver,High Income,3.1578947368421053,52.469635627530366,35.38461538461539,3.280141843971631
CLTIND00044,956612,92032,900,4,34192.09,2442.2921428571426,14,0.0357429030787821,0.0962061943609321,4,Active High Spender,High Income,93.36032388663968,41.37651821862348,99.79757085020243,25.65947242206235
CLTIND00045,302449,0,740,2,1512.75,1512.75,1,0.0050016697029912,0.0,3,Premium Low Risk,Low Income,6.229773462783172,19.41747572815534,68.93203883495146,15.708502024291498
CLTIND00046,301204,0,777,1,3668.78,917.195,4,0.012180382730641,0.0,3,Premium Low Risk,Low Income,23.867313915857604,19.41747572815534,81.1084142394822,45.506072874493924
CLTIND00047,1101140,656186,598,4,3789.51,1263.17,3,0.0034414425050402,0.5959151424886935,0,Debt Heavy,High Income,10.607287449392713,97.00404858299595,11.457489878542509,6.804478897502153
CLTIND00048,737049,154984,796,5,5817.9400000000005,2908.9700000000003,2,0.007893559315595,0.2102763859661976,3,Premium Low Risk,Upper Middle,19.51417004048583,58.21862348178137,87.61133603238866,29.959514170040485
CLTIND00049,525488,267715,657,1,4913.65,2456.825,2,0.0093506416892488,0.5094597783393722,0,Debt Heavy,Lower Middle,27.93522267206478,94.17004048582996,28.299595141700408,30.835486649440135
CLTIND00050,664218,317263,653,4,11106.11,2221.222,5,0.0167205796891984,0.4776489044259565,0,Debt Heavy,Upper Middle,46.15384615384615,92.8744939271255,27.530364372469634,57.36434108527132
CLTIND00051,491138,163454,672,1,5101.37,5101.37,1,0.010386836286339,0.3328066653364228,2,Affluent Professional,Lower Middle,31.093117408906885,77.7327935222672,35.587044534412954,9.433962264150944
CLTIND00053,408695,133249,661,1,8867.8,2216.95,4,0.021697843134856,0.3260353075031503,0,Debt Heavy,Lower Middle,62.5910931174089,76.59919028340082,30.20242914979757,70.28423772609818
CLTIND00054,587509,22287,759,1,3237.66,1618.83,2,0.0055108262171302,0.0379347380210345,3,Premium Low Risk,Upper Middle,11.983805668016194,36.2753036437247,75.7085020242915,17.813765182186234
CLTIND00056,330940,91377,769,3,8292.72,8292.72,1,0.0250580769928083,0.2761134948933341,2,Affluent Professional,Low Income,48.30097087378641,72.168284789644,78.7621359223301,53.34476843910806
CLTIND00057,333086,0,699,3,18208.69,4552.172500000001,4,0.0546666326414199,0.0,2,Affluent Professional,Low Income,85.03236245954693,19.41747572815534,49.11003236245955,95.36878216123499
CLTIND00058,399404,77614,716,3,8848.14,4424.07,2,0.0221533585041712,0.1943245435699191,2,Affluent Professional,Lower Middle,63.7246963562753,56.76113360323887,56.63967611336032,46.312178387650086
CLTIND00060,363029,48082,722,3,23414.65,3902.441666666667,6,0.0644980153100716,0.1324467191326312,4,Active High Spender,Low Income,90.1294498381877,50.64724919093852,60.922330097087375,76.378896882494
CLTIND00061,201534,0,637,1,6561.99,2187.33,3,0.0325602131650242,0.0,1,Stable Saver,Low Income,62.86407766990292,19.41747572815534,20.145631067961165,95.56737588652481
CLTIND00062,694942,366078,629,5,67036.13,3047.0968181818184,22,0.09646291345177,0.526774896322283,4,Active High Spender,Upper Middle,99.91902834008097,95.54655870445345,17.77327935222672,95.44364508393285
CLTIND00063,475849,0,595,2,7072.92,1768.23,4,0.0148637908244001,0.0,1,Stable Saver,Lower Middle,45.02024291497976,17.530364372469638,8.461538461538462,64.62765957446808
CLTIND00064,179735,49629,616,1,9188.6,2297.15,4,0.0511230422566556,0.2761231813503213,0,Debt Heavy,Low Income,82.68608414239482,72.24919093851133,13.632686084142396,99.13867355727821
CLTIND00065,302993,0,707,3,5017.22,2508.61,2,0.0165588643962071,0.0,1,Stable Saver,Low Income,33.81877022653722,19.41747572815534,53.07443365695793,70.2127659574468
CLTIND00066,611900,0,698,2,4953.92,2476.96,2,0.0080959633927112,0.0,1,Stable Saver,Upper Middle,20.40485829959514,17.48987854251012,50.16194331983805,37.05673758865248
CLTIND00067,360970,72470,767,2,10493.08,2098.616,5,0.0290691193173948,0.2007646064769925,3,Premium Low Risk,Low Income,56.957928802588995,61.56957928802589,78.23624595469255,89.23076923076924
CLTIND00068,329127,0,571,1,3214.39,3214.39,1,0.0097664123575397,0.0,1,Stable Saver,Low Income,18.203883495145632,19.41747572815534,4.53074433656958,45.0354609929078
CLTIND00069,478116,0,716,3,12325.73,3081.4325,4,0.0257797898417957,0.0,3,Premium Low Risk,Lower Middle,70.2834008097166,17.530364372469638,56.63967611336032,83.64372469635629
CLTIND00070,614474,147987,683,5,13138.04,3284.51,4,0.0213809534658911,0.2408352509626119,0,Debt Heavy,Upper Middle,57.732793522267215,63.07692307692307,41.45748987854251,69.16451335055986
CLTIND00072,695538,93692,631,4,29102.26,3233.5844444444447,9,0.0418413659641888,0.1347043583528146,4,Active High Spender,Upper Middle,86.63967611336032,46.31578947368421,18.299595141700404,38.968824940047966
CLTIND00073,309337,0,808,3,17836.54,2972.7566666666667,6,0.0576605449719884,0.0,4,Active High Spender,Low Income,86.6504854368932,19.41747572815534,90.25080906148867,68.82494004796163
CLTIND00075,489486,0,583,3,32955.36,3661.706666666667,9,0.0673264608180826,0.0,4,Active High Spender,Lower Middle,97.00404858299595,17.530364372469638,5.62753036437247,78.8968824940048
CLTIND00076,364442,0,646,1,6738.49,3369.245,2,0.0184898831638504,0.0,1,Stable Saver,Low Income,37.37864077669903,19.41747572815534,23.462783171521036,75.177304964539
CLTIND00077,270538,0,640,1,3121.25,3121.25,1,0.0115371962533913,0.0,1,Stable Saver,Low Income,22.491909385113267,19.41747572815534,21.11650485436893,52.21631205673759
CLTIND00078,421237,54237,682,1,11412.28,5706.139999999999,2,0.02709230195828,0.1287564957494237,2,Affluent Professional,Lower Middle,72.46963562753037,46.80161943319838,40.64777327935223,58.662092624356774
CLTIND00079,1325846,351454,789,3,13482.02,3370.505,4,0.0101686168680223,0.2650790514132108,3,Premium Low Risk,High Income,40.40485829959514,65.02024291497975,86.11336032388664,38.62348178137652
CLTIND00081,1380217,349551,677,2,8412.96,2103.24,4,0.0060953893481966,0.2532580021837146,1,Stable Saver,High Income,23.40080971659919,63.238866396761125,39.91902834008097,26.063829787234045
CLTIND00082,427851,25296,714,2,21238.65,3034.092857142857,7,0.0496402953364605,0.0591233864125595,4,Active High Spender,Lower Middle,91.98380566801619,38.13765182186235,55.62753036437247,54.07673860911271
CLTIND00083,510725,0,694,2,2046.04,1023.02,2,0.0040061481227666,0.0,1,Stable Saver,Lower Middle,8.34008097165992,17.530364372469638,46.59919028340081,14.27304964539007
CLTIND00085,314771,5625,787,2,9491.32,3163.773333333333,3,0.0301530954249279,0.0178701341610249,3,Premium Low Risk,Low Income,58.65695792880259,39.07766990291262,84.74919093851133,90.52631578947368
CLTIND00086,369763,50394,751,2,5557.54,2778.77,2,0.0150300057063578,0.1362872975392346,3,Premium Low Risk,Lower Middle,45.587044534412954,47.69230769230769,73.96761133603239,55.30364372469636
CLTIND00088,441094,0,721,1,16234.69,8117.344999999999,2,0.0368055108434936,0.0,2,Affluent Professional,Lower Middle,85.26315789473684,17.530364372469638,58.663967611336034,78.73070325900514
CLTIND00089,391662,136085,663,1,2150.05,1075.025,2,0.0054895547691632,0.3474552037215762,0,Debt Heavy,Lower Middle,13.522267206477734,80.08097165991903,30.971659919028337,15.331610680447891
CLTIND00090,1517890,400239,768,4,25926.24,3703.7485714285713,7,0.0170804471997312,0.2636811626665964,3,Premium Low Risk,High Income,65.26315789473685,64.5344129554656,79.23076923076923,63.7246963562753
CLTIND00092,531776,87856,745,2,1991.55,1991.55,1,0.0037450919184017,0.1652124202671801,3,Premium Low Risk,Lower Middle,7.125506072874494,52.06477732793522,71.09311740890688,11.093117408906883
CLTIND00093,580167,298906,619,2,21942.74,3657.123333333333,6,0.0378214203841307,0.5152068283787254,0,Debt Heavy,Upper Middle,83.23886639676114,95.30364372469636,13.684210526315791,93.88458225667527
CLTIND00094,263069,149829,727,1,5455.83,2727.915,2,0.0207391596881426,0.5695425914874045,0,Debt Heavy,Low Income,41.262135922330096,97.65372168284789,62.45954692556634,67.61412575366063
CLTIND00095,754990,230355,782,3,8795.13,2198.7825,4,0.0116493331037497,0.3051100014569729,3,Premium Low Risk,Upper Middle,31.33603238866397,73.27935222672065,84.0080971659919,43.80566801619433
CLTIND00096,393709,120877,553,1,7373.929999999999,1843.4825,4,0.0187293915048932,0.3070211755382783,0,Debt Heavy,Lower Middle,55.1417004048583,74.25101214574899,1.9028340080971662,62.18776916451335
CLTIND00098,742868,0,781,5,41782.21,3214.016153846154,13,0.0562444606578826,0.0,4,Active High Spender,Upper Middle,94.49392712550608,17.48987854251012,83.40080971659918,66.66666666666666
CLTIND00099,255812,0,706,1,14847.63,3711.9075,4,0.0580411786780917,0.0,4,Active High Spender,Low Income,86.97411003236246,19.41747572815534,52.42718446601942,69.6642685851319
CLTIND00100,266652,0,802,2,2335.62,1167.81,2,0.0087590567481211,0.0,3,Premium Low Risk,Low Income,15.53398058252427,19.41747572815534,89.36084142394822,33.11740890688259
CLTIND00101,755477,442490,669,3,9800.64,3266.88,3,0.0129727840821097,0.5857094259653173,0,Debt Heavy,Upper Middle,35.54655870445344,97.24696356275304,33.927125506072876,45.30577088716623
CLTIND00102,405983,129128,737,1,5364.55,1341.1375,4,0.0132137306241886,0.3180625789749817,0,Debt Heavy,Lower Middle,40.56680161943319,75.62753036437248,67.65182186234819,46.33936261843238
CLTIND00103,867202,0,660,3,14722.55,2103.2214285714285,7,0.0169770710860906,0.0,1,Stable Saver,High Income,64.8582995951417,17.28744939271255,31.781376518218625,71.63120567375887
CLTIND00104,1033501,280435,715,5,17691.02,2948.5033333333336,6,0.0171175644726033,0.2713446818145313,0,Debt Heavy,High Income,65.58704453441295,66.15384615384615,58.2995951417004,58.31180017226529
CLTIND00106,804777,0,665,4,12538.34,2507.668,5,0.0155798935605764,0.0,1,Stable Saver,High Income,59.91902834008097,17.28744939271255,34.33198380566802,66.48936170212765
CLTIND00107,317771,0,800,3,20220.4,2527.55,8,0.0636319865563566,0.0,4,Active High Spender,Low Income,89.80582524271846,19.41747572815534,88.59223300970875,75.41966426858512
CLTIND00108,1909273,0,568,3,10298.52,2574.63,4,0.0053939483772095,0.0,1,Stable Saver,High Income,20.40485829959514,17.28744939271255,4.939271255060729,22.25177304964539
CLTIND00109,329915,0,737,1,10284.19,3428.063333333333,3,0.0311722413348892,0.0,3,Premium Low Risk,Low Income,60.35598705501618,19.41747572815534,67.35436893203884,92.22672064777328
CLTIND00110,925432,0,616,5,17500.18,3500.036,5,0.0189102819007771,0.0,1,Stable Saver,High Income,70.36437246963563,17.28744939271255,17.00404858299595,76.32978723404256
CLTIND00111,829549,297905,595,4,24787.36,3541.0514285714285,7,0.0298805254421378,0.3591168213089281,0,Debt Heavy,High Income,87.77327935222672,78.46153846153847,10.76923076923077,85.70198105081826
CLTIND00112,604415,0,799,5,3512.49,3512.49,1,0.0058113878709165,0.0,3,Premium Low Risk,Upper Middle,12.955465587044534,17.48987854251012,88.74493927125506,19.35222672064777
CLTIND00113,334381,43697,616,1,3412.15,3412.15,1,0.0102043776410741,0.1306802719054013,1,Stable Saver,Low Income,19.093851132686083,50.48543689320388,13.632686084142396,46.45390070921986
CLTIND00114,456583,0,629,2,7901.08,7901.08,1,0.01730480547896,0.0,2,Affluent Professional,Lower Middle,52.14574898785425,17.530364372469638,17.246963562753038,31.04631217838765
CLTIND00116,572069,172478,595,1,7367.53,3683.765,2,0.0128787436480564,0.3014985954491503,0,Debt Heavy,Upper Middle,35.22267206477733,72.46963562753037,7.489878542510121,44.875107665805345
CLTIND00117,616697,0,801,4,31456.96,3932.12,8,0.0510087774060843,0.0,4,Active High Spender,Upper Middle,92.38866396761134,17.48987854251012,89.39271255060729,57.194244604316545
CLTIND00118,541698,245509,717,1,10315.95,5157.975,2,0.0190437291627438,0.4532211675140022,2,Affluent Professional,Upper Middle,51.659919028340084,91.25506072874494,58.097165991902834,36.53516295025729
CLTIND00119,150000,0,658,1,5906.780000000001,2953.3900000000003,2,0.0393785333333333,0.0,1,Stable Saver,Low Income,71.19741100323624,19.41747572815534,28.600323624595468,98.49290780141844
CLTIND00121,319179,0,565,1,24208.82,4841.764,5,0.0758471578643958,0.0,4,Active High Spender,Low Income,94.01294498381877,19.41747572815534,3.7216828478964405,86.6906474820144
CLTIND00123,594792,0,620,2,6412.639999999999,1603.16,4,0.0107813151488251,0.0,1,Stable Saver,Upper Middle,28.90688259109312,17.48987854251012,14.08906882591093,49.37943262411347
CLTIND00124,451454,275683,605,1,543.27,543.27,1,0.0012033784172916,0.610655792173732,0,Debt Heavy,Lower Middle,1.45748987854251,98.21862348178138,11.17408906882591,1.3781223083548666
CLTIND00125,731982,273839,638,3,16500.62,3300.124,5,0.0225423849220336,0.3741061938681552,0,Debt Heavy,Upper Middle,60.24291497975709,82.42914979757086,21.902834008097166,72.26528854435831
CLTIND00126,270119,0,823,3,9155.39,3051.7966666666666,3,0.033893913423343,0.0,3,Premium Low Risk,Low Income,64.48220064724919,19.41747572815534,93.16343042071198,94.97975708502024
CLTIND00127,721079,427089,609,2,4421.34,2210.67,2,0.0061315611742957,0.5922915519658734,0,Debt Heavy,Upper Middle,14.331983805668017,97.48987854251013,11.133603238866396,17.915590008613265
CLTIND00128,664778,232384,672,4,6076.26,6076.26,1,0.0091402844257782,0.3495663213884936,2,Affluent Professional,Upper Middle,23.724696356275306,79.27125506072873,35.10121457489879,6.34648370497427
CLTIND00129,627122,133684,659,5,9201.77,2300.4425,4,0.0146730141822484,0.2131706430327751,1,Stable Saver,Upper Middle,40.48582995951417,58.78542510121457,29.7165991902834,64.27304964539007
CLTIND00130,448265,118339,610,2,2953.22,2953.22,1,0.0065881119427124,0.2639933967630754,0,Debt Heavy,Lower Middle,18.218623481781375,68.98785425101215,12.469635627530366,20.241171403962102
CLTIND00131,1499751,455897,601,4,31491.74,3499.082222222222,9,0.0209979789978469,0.303981794311189,0,Debt Heavy,High Income,74.5748987854251,70.2834008097166,11.94331983805668,68.13092161929372
CLTIND00132,672180,381315,677,4,14375.84,3593.96,4,0.0213868904162575,0.5672810854235473,0,Debt Heavy,Upper Middle,57.81376518218624,96.68016194331985,37.69230769230769,69.33677863910422
CLTIND00133,279669,130834,662,1,7335.7,3667.85,2,0.026229936103036,0.467817312608834,0,Debt Heavy,Low Income,50.970873786407765,92.23300970873787,30.74433656957929,79.06976744186046
CLTIND00134,580327,0,781,3,7109.75,2369.9166666666665,3,0.0122512824666093,0.0,3,Premium Low Risk,Upper Middle,33.522267206477736,17.48987854251012,83.40080971659918,45.74898785425101
CLTIND00135,785325,221652,667,3,9862.78,2465.695,4,0.0125588514309362,0.2822423837264827,0,Debt Heavy,Upper Middle,34.493927125506076,69.7165991902834,32.874493927125506,43.49698535745048
CLTIND00137,961189,480526,721,5,42610.99,3277.768461538461,13,0.0443315414554265,0.499928734099121,4,Active High Spender,High Income,97.65182186234817,92.38866396761134,61.21457489878542,44.84412470023981
CLTIND00138,628809,275561,638,2,17652.4,3530.4800000000005,5,0.0280727534116083,0.4382268701624818,0,Debt Heavy,Upper Middle,71.57894736842105,89.87854251012146,21.902834008097166,82.77347114556417
CLTIND00140,598491,187291,750,1,3046.2,3046.2,1,0.0050898008491355,0.3129387075160695,3,Premium Low Risk,Upper Middle,10.76923076923077,74.81781376518218,71.7408906882591,16.275303643724694
CLTIND00141,391894,212138,601,2,8629.41,4314.705,2,0.0220197553420057,0.5413147432724155,0,Debt Heavy,Lower Middle,63.40080971659919,95.87044534412955,10.08097165991903,70.97329888027562
CLTIND00142,690155,0,725,4,24198.16,2688.6844444444446,9,0.0350619208728474,0.0,4,Active High Spender,Upper Middle,80.16194331983806,17.48987854251012,61.821862348178136,23.980815347721823
CLTIND00143,881070,216372,640,2,7238.33,3619.165,2,0.0082153858376746,0.2455786713881984,0,Debt Heavy,High Income,33.927125506072876,62.18623481781377,25.465587044534416,26.701119724375538
CLTIND00144,562114,0,642,1,1339.43,1339.43,1,0.0023828440494276,0.0,1,Stable Saver,Upper Middle,3.3198380566801617,17.48987854251012,23.157894736842106,7.2695035460992905
CLTIND00145,1357988,412044,532,1,6428.83,3214.415,2,0.0047340845427205,0.3034224161038242,0,Debt Heavy,High Income,17.00404858299595,69.95951417004048,1.2955465587044535,12.058570198105082
CLTIND00146,449162,263365,677,1,4308.01,4308.01,1,0.0095912165321198,0.586347464834514,0,Debt Heavy,Lower Middle,28.90688259109312,97.32793522267207,38.178137651821864,31.869078380706288
CLTIND00148,810437,0,824,4,22742.08,2526.897777777778,9,0.0280615026214252,0.0,3,Premium Low Risk,High Income,85.50607287449394,17.28744939271255,92.99595141700405,87.6923076923077
CLTIND00149,471633,40247,792,1,2175.06,1087.53,2,0.004611763807876,0.0853354197013355,3,Premium Low Risk,Lower Middle,10.931174089068826,41.29554655870445,87.20647773279352,14.008097165991904
CLTIND00150,797812,0,647,4,19026.93,4756.7325,4,0.0238488892119948,0.0,2,Affluent Professional,High Income,79.51417004048584,17.28744939271255,27.408906882591094,50.943396226415096
CLTIND00151,349955,23502,839,1,5672.42,2836.21,2,0.0162089982997814,0.0671572059264762,3,Premium Low Risk,Low Income,33.25242718446602,42.4757281553398,95.06472491909385,60.89068825910932
CLTIND00152,388024,144180,840,3,19773.46,2471.6825,8,0.0509593736469909,0.3715749541265489,4,Active High Spender,Lower Middle,92.8744939271255,83.31983805668017,96.63967611336032,56.95443645083933
CLTIND00154,577930,0,753,1,10043.5,5021.75,2,0.0173784022286436,0.0,2,Affluent Professional,Upper Middle,47.854251012145745,17.48987854251012,73.4412955465587,31.217838765008576
CLTIND00155,607747,0,731,2,4601.49,2300.745,2,0.0075713907267333,0.0,3,Premium Low Risk,Upper Middle,18.866396761133604,17.48987854251012,64.37246963562752,28.825910931174086
CLTIND00156,1014515,442787,789,2,11100.89,2220.178,5,0.0109420659132689,0.4364519006618926,0,Debt Heavy,High Income,43.80566801619433,87.53036437246963,86.11336032388664,37.2093023255814
CLTIND00157,803753,0,609,3,3603.65,3603.65,1,0.0044835291439036,0.0,1,Stable Saver,High Income,15.789473684210526,17.28744939271255,14.534412955465587,17.287234042553195
CLTIND00158,421462,179461,651,3,5490.7,2745.35,2,0.0130277462736854,0.425805885228087,0,Debt Heavy,Lower Middle,40.08097165991903,88.25910931174089,24.898785425101213,45.564168819982775
CLTIND00159,246583,0,794,1,1414.16,1414.16,1,0.0057350263400153,0.0,3,Premium Low Risk,Low Income,7.524271844660194,19.41747572815534,86.9336569579288,18.947368421052634
CLTIND00160,648277,0,785,3,17678.239999999998,3535.648,5,0.027269577665103,0.0,3,Premium Low Risk,Upper Middle,70.36437246963563,17.48987854251012,85.1417004048583,85.99190283400809
CLTIND00161,973658,0,717,4,19199.0,3199.833333333333,6,0.0197184226905135,0.0,3,Premium Low Risk,High Income,72.38866396761134,17.28744939271255,59.35222672064777,71.09311740890688
CLTIND00162,786599,0,831,4,22931.93,4586.386,5,0.0291532661495882,0.0,3,Premium Low Risk,Upper Middle,72.71255060728745,17.48987854251012,94.08906882591093,89.39271255060729
CLTIND00163,958428,21763,736,3,3450.88,1725.44,2,0.0036005625879043,0.0227069743371437,3,Premium Low Risk,High Income,11.17408906882591,34.81781376518219,67.36842105263158,10.040485829959515
CLTIND00164,440308,0,729,1,6851.45,3425.725,2,0.0155605848633229,0.0,3,Premium Low Risk,Lower Middle,46.88259109311741,17.530364372469638,62.874493927125506,57.40890688259109
CLTIND00165,377903,32743,765,3,20020.38,2860.054285714286,7,0.0529775630254324,0.0866439271453256,4,Active High Spender,Lower Middle,93.76518218623482,41.45748987854251,78.17813765182187,60.19184652278178
CLTIND00166,321330,123459,669,3,11567.24,2891.81,4,0.0359980082780941,0.3842124918308281,0,Debt Heavy,Low Income,66.8284789644013,86.0032362459547,34.5873786407767,92.42032730404823
CLTIND00168,476970,33043,649,2,9446.68,1889.336,5,0.0198056062226135,0.0692768937249722,1,Stable Saver,Lower Middle,57.65182186234817,39.51417004048583,24.048582995951417,77.92553191489363
CLTIND00169,566012,164571,900,1,3233.08,1616.54,2,0.0057120343738295,0.2907553196752012,3,Premium Low Risk,Upper Middle,12.631578947368421,70.60728744939271,99.51417004048582,18.866396761133604
CLTIND00170,462677,83511,660,3,25481.59,5096.318,5,0.0550742526643857,0.180495248304973,2,Affluent Professional,Lower Middle,95.06072874493927,54.25101214574899,29.838056680161944,95.54030874785592
CLTIND00171,461477,183480,731,1,5598.59,5598.59,1,0.0121318938972039,0.3975929461273259,2,Affluent Professional,Lower Middle,37.65182186234818,85.99190283400809,64.08906882591093,16.295025728987994
